--- Unified Training v2 (Enhanced) ---
Rank: 0 / 1
Labels: 116
Train: 659 | Val: 165
Epoch 4 | 30/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_2__Pat15 | Loss = 4.4063
Epoch 4 | 40/659 | UNC_FDM_DPI-2024-7-KRN_Lu177_PSMA__PETPSMA_1__Pat10 | Loss = 3.1908
Epoch 4 | 50/659 | UNC_FDM_DPI-2024-7-KRN_Lu177_PSMA__PETPSMA_1__Pat7 | Loss = 3.5858
Epoch 4 | 60/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_4__Pat103 | Loss = 2.7454
Epoch 4 | 80/659 | UNC_FDM_DPI-2024-7-KRN_Lu177_PSMA__PETPSMA_2__Pat9 | Loss = 8.5290
Epoch 4 | 90/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_1__Pat90 | Loss = 2.0202
Epoch 4 | 100/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_4__Pat15 | Loss = 3.6854
Epoch 4 | 110/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_3__Pat55 | Loss = 2.9771
Epoch 4 | 120/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_0__Pat145 | Loss = 1.9935
Epoch 4 | 130/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_4__Pat3 | Loss = 3.1613
Epoch 4 | 140/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_0__Pat30 | Loss = 28.3936
Epoch 4 | 150/659 | UNC_FDM_DPI-2024-7-KRN_Lu177_PSMA__PETPSMA_1__Pat128 | Loss = 2.6712
Epoch 4 | 170/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_7__Pat31 | Loss = 2.4591
Epoch 4 | 180/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_1__Pat44 | Loss = 5.2994
Epoch 4 | 190/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_1__Pat54 | Loss = 33.9658
Epoch 4 | 200/659 | UNC_FDM_DPI-2024-7-KRN_Lu177_PSMA__PETPSMA_2__Pat87 | Loss = 5.7326
Epoch 4 | 210/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_8__Pat20 | Loss = 1.9845
Epoch 4 | 230/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_0__Pat124 | Loss = 30.9806
Epoch 4 | 270/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_1__Pat127 | Loss = 2.6286
